date,org,repo,workflow,time_taken_total,time_taken_q25,time_taken_q50,time_taken_q75
2022-01-07,PyCQA,isort,Integration,430,215.0,215.0,215.0
2022-01-07,PyCQA,isort,Lint,294,147.0,147.0,147.0
2022-01-07,PyCQA,isort,Test,666,333.0,333.0,333.0
2021-11-19,PyCQA,isort,Integration,582,291.0,291.0,291.0
2021-11-19,PyCQA,isort,Lint,550,275.0,275.0,275.0
2021-11-19,PyCQA,isort,Test,800,400.0,400.0,400.0
2022-01-20,PyCQA,isort,Integration,0,0.0,0.0,0.0
2022-01-20,PyCQA,isort,Lint,0,0.0,0.0,0.0
2022-01-20,PyCQA,isort,Test,0,0.0,0.0,0.0
2021-11-25,PyCQA,isort,Integration,868,199.0,217.0,235.0
2021-11-25,PyCQA,isort,Lint,1416,140.0,354.0,568.0
2021-11-25,PyCQA,isort,Test,2248,410.0,562.0,714.0
2022-02-19,PyCQA,isort,Integration,0,0.0,0.0,0.0
2022-02-19,PyCQA,isort,Lint,0,0.0,0.0,0.0
2022-02-19,PyCQA,isort,Test,0,0.0,0.0,0.0
2021-11-20,PyCQA,isort,Integration,430,215.0,215.0,215.0
2021-11-20,PyCQA,isort,Lint,290,145.0,145.0,145.0
2021-11-20,PyCQA,isort,Test,748,374.0,374.0,374.0
2021-11-24,PyCQA,isort,Integration,0,0.0,0.0,0.0
2021-11-24,PyCQA,isort,Lint,0,0.0,0.0,0.0
2021-11-24,PyCQA,isort,Test,0,0.0,0.0,0.0
2022-01-21,PyCQA,isort,Integration,1662,327.0,415.5,504.0
2022-01-21,PyCQA,isort,Lint,760,147.0,190.0,233.0
2022-01-21,PyCQA,isort,Test,2388,326.0,597.0,868.0
2021-11-17,PyCQA,isort,Integration,680,340.0,340.0,340.0
2021-11-17,PyCQA,isort,Lint,534,267.0,267.0,267.0
2021-11-17,PyCQA,isort,Test,544,272.0,272.0,272.0
2021-11-18,PyCQA,isort,Integration,412,206.0,206.0,206.0
2021-11-18,PyCQA,isort,Lint,546,273.0,273.0,273.0
2021-11-18,PyCQA,isort,Test,594,297.0,297.0,297.0
2022-01-05,PyCQA,isort,Integration,0,0.0,0.0,0.0
2022-01-05,PyCQA,isort,Lint,0,0.0,0.0,0.0
2022-01-05,PyCQA,isort,Test,0,0.0,0.0,0.0
2021-11-22,PyCQA,isort,Integration,492,246.0,246.0,246.0
2021-11-22,PyCQA,isort,Lint,268,134.0,134.0,134.0
2021-11-22,PyCQA,isort,Test,934,467.0,467.0,467.0
2021-12-06,PyCQA,isort,Integration,430,215.0,215.0,215.0
2021-12-06,PyCQA,isort,Lint,302,151.0,151.0,151.0
2021-12-06,PyCQA,isort,Test,886,443.0,443.0,443.0
2021-11-26,PyCQA,isort,Integration,408,204.0,204.0,204.0
2021-11-26,PyCQA,isort,Lint,252,126.0,126.0,126.0
2021-11-26,PyCQA,isort,Test,832,416.0,416.0,416.0
2021-12-29,PyCQA,isort,Integration,2912,270.0,277.0,300.0
2021-12-29,PyCQA,isort,Lint,1662,131.0,155.0,213.0
2021-12-29,PyCQA,isort,Test,4088,353.0,368.0,374.0
2021-11-21,PyCQA,isort,Integration,406,203.0,203.0,203.0
2021-11-21,PyCQA,isort,Lint,526,263.0,263.0,263.0
2021-11-21,PyCQA,isort,Test,772,386.0,386.0,386.0
2021-12-30,PyCQA,isort,Integration,3912,244.0,978.0,1712.0
2021-12-30,PyCQA,isort,Lint,798,142.0,199.5,257.0
2021-12-30,PyCQA,isort,Test,1150,279.0,287.5,296.0
2021-11-23,PyCQA,isort,Integration,3176,229.0,243.0,281.0
2021-11-23,PyCQA,isort,Lint,2788,154.0,212.5,298.0
2021-11-23,PyCQA,isort,Test,6584,402.0,406.5,437.0
2021-12-01,PyCQA,isort,Integration,498,0.0,124.5,249.0
2021-12-01,PyCQA,isort,Lint,326,0.0,81.5,163.0
2021-12-01,PyCQA,isort,Test,906,0.0,226.5,453.0
2022-02-16,PyCQA,isort,Integration,0,0.0,0.0,0.0
2022-02-16,PyCQA,isort,Lint,0,0.0,0.0,0.0
2022-02-16,PyCQA,isort,Test,0,0.0,0.0,0.0
2021-12-04,PyCQA,isort,Integration,64776,228.0,16194.0,32160.0
2021-12-04,PyCQA,isort,Lint,64516,152.0,16129.0,32106.0
2021-12-04,PyCQA,isort,Test,65024,379.0,16256.0,32133.0
2022-02-03,PyCQA,isort,Integration,0,0.0,0.0,0.0
2022-02-03,PyCQA,isort,Lint,0,0.0,0.0,0.0
2022-02-03,PyCQA,isort,Test,0,0.0,0.0,0.0
2022-02-12,PyCQA,isort,Integration,0,0.0,0.0,0.0
2022-02-12,PyCQA,isort,Lint,0,0.0,0.0,0.0
2022-02-12,PyCQA,isort,Test,0,0.0,0.0,0.0
2022-03-01,PyCQA,isort,Integration,768,384.0,384.0,384.0
2022-03-01,PyCQA,isort,Lint,568,284.0,284.0,284.0
2022-03-01,PyCQA,isort,Test,1062,531.0,531.0,531.0
2022-03-12,PyCQA,isort,Integration,1306,292.0,326.5,361.0
2022-03-12,PyCQA,isort,Lint,792,129.0,198.0,267.0
2022-03-12,PyCQA,isort,Test,1490,362.0,372.5,383.0
2022-02-28,PyCQA,prospector,CI,4792,86.25,112.0,177.25
2022-02-28,PyCQA,prospector,Release,164,24.5,26.0,30.5
2022-02-25,PyCQA,prospector,CI,1796,85.0,108.0,263.0
2022-02-25,PyCQA,prospector,Release,110,55.0,55.0,55.0
2021-12-15,PyCQA,prospector,CI,200,100.0,100.0,100.0
2022-01-20,PyCQA,prospector,CodeQL,1308,654.0,654.0,654.0
2021-12-05,PyCQA,prospector,CI,518,84.75,87.0,87.75
2021-12-05,PyCQA,prospector,Release,60,30.0,30.0,30.0
2022-03-15,PyCQA,prospector,CI,2160,190.0,466.0,503.5
2021-11-25,PyCQA,prospector,CodeQL,708,354.0,354.0,354.0
2021-12-17,PyCQA,prospector,CI,274,137.0,137.0,137.0
2021-12-23,PyCQA,prospector,CI,944,97.75,119.0,139.25
2021-12-23,PyCQA,prospector,CodeQL,566,283.0,283.0,283.0
2022-03-17,PyCQA,prospector,CI,168,84.0,84.0,84.0
2022-03-17,PyCQA,prospector,CodeQL,1044,522.0,522.0,522.0
2021-12-02,PyCQA,prospector,CodeQL,642,321.0,321.0,321.0
2021-12-08,PyCQA,prospector,CI,860,100.75,102.0,108.75
2021-12-08,PyCQA,prospector,Release,74,37.0,37.0,37.0
2022-01-27,PyCQA,prospector,CodeQL,1202,601.0,601.0,601.0
2022-03-05,PyCQA,prospector,CI,174,87.0,87.0,87.0
2022-03-03,PyCQA,prospector,CodeQL,954,477.0,477.0,477.0
2022-02-24,PyCQA,prospector,CodeQL,1316,658.0,658.0,658.0
2022-03-09,PyCQA,prospector,CI,2238,107.0,155.0,693.5
2022-01-17,PyCQA,prospector,CI,2816,114.25,255.0,270.0
2022-01-17,PyCQA,prospector,Release,52,26.0,26.0,26.0
2021-11-18,PyCQA,prospector,CodeQL,816,408.0,408.0,408.0
2021-12-16,PyCQA,prospector,CodeQL,642,321.0,321.0,321.0
2021-12-27,PyCQA,prospector,CI,1666,366.0,416.5,467.0
2022-01-03,PyCQA,prospector,CI,206,103.0,103.0,103.0
2022-01-06,PyCQA,prospector,CodeQL,662,331.0,331.0,331.0
2021-11-22,PyCQA,prospector,CI,3058,468.75,504.0,552.0
2022-01-19,PyCQA,prospector,CI,222,111.0,111.0,111.0
2021-12-06,PyCQA,prospector,CI,2226,290.0,368.0,452.75
2022-01-13,PyCQA,prospector,CodeQL,1072,536.0,536.0,536.0
2022-03-04,PyCQA,prospector,CI,1544,92.75,96.0,98.75
2022-03-04,PyCQA,prospector,Release,62,31.0,31.0,31.0
2021-12-09,PyCQA,prospector,CodeQL,632,316.0,316.0,316.0
2021-12-18,PyCQA,prospector,CI,168,84.0,84.0,84.0
2022-02-26,PyCQA,prospector,CI,4784,69.5,71.5,84.75
2022-02-26,PyCQA,prospector,Release,58,29.0,29.0,29.0
2022-02-10,PyCQA,prospector,CodeQL,1224,612.0,612.0,612.0
2022-02-01,PyCQA,prospector,CI,588,294.0,294.0,294.0
2022-02-27,PyCQA,prospector,CI,5118,69.0,73.5,78.75
2022-02-27,PyCQA,prospector,Release,52,26.0,26.0,26.0
2021-12-30,PyCQA,prospector,CodeQL,614,307.0,307.0,307.0
2021-11-30,PyCQA,prospector,CI,3520,122.5,141.5,150.5
2021-11-30,PyCQA,prospector,Release,126,30.0,31.5,33.0
2022-03-10,PyCQA,prospector,CI,694,98.0,104.0,136.25
2022-03-10,PyCQA,prospector,CodeQL,1248,624.0,624.0,624.0
2022-02-20,PyCQA,prospector,CI,5532,2766.0,2766.0,2766.0
2022-03-11,PyCQA,prospector,CI,1210,96.0,111.0,113.0
2021-12-28,PyCQA,prospector,CI,632,316.0,316.0,316.0
2022-03-13,PyCQA,prospector,CI,850,112.75,148.0,169.0
2022-03-13,PyCQA,prospector,Release,56,28.0,28.0,28.0
2022-03-07,PyCQA,prospector,CI,1988,399.0,497.0,595.0
2021-12-22,PyCQA,prospector,CI,526,103.0,131.5,160.0
2022-02-03,PyCQA,prospector,CodeQL,1174,587.0,587.0,587.0
2022-03-02,PyCQA,prospector,CI,686,86.0,98.0,146.75
2022-03-01,PyCQA,prospector,CI,970,87.0,89.0,90.0
2022-03-01,PyCQA,prospector,Release,58,29.0,29.0,29.0
2022-03-08,PyCQA,prospector,CI,218,109.0,109.0,109.0
2022-01-31,PyCQA,prospector,CI,8952,1055.75,1111.5,1174.75
2022-03-12,PyCQA,prospector,CI,284,142.0,142.0,142.0
2022-02-17,PyCQA,prospector,CodeQL,1012,506.0,506.0,506.0
2022-03-18,PyCQA,prospector,CI,1586,142.0,158.0,190.0
2022-03-18,PyCQA,prospector,Release,68,34.0,34.0,34.0
2022-02-28,PyCQA,bandit,Build and Test Bandit,2980,89.0,171.5,267.0
2022-02-25,PyCQA,bandit,Build and Test Bandit,2332,91.0,102.0,103.0
2022-01-07,PyCQA,bandit,Build and Test Bandit,544,88.25,89.0,93.5
2022-01-30,PyCQA,bandit,Build and Test Bandit,5422,64.5,71.0,83.75
2022-02-14,PyCQA,bandit,Build and Test Bandit,1808,67.25,69.0,78.75
2022-03-19,PyCQA,bandit,Build and Test Bandit,1562,155.75,251.0,367.25
2022-01-29,PyCQA,bandit,Build and Test Bandit,2668,63.0,71.0,87.0
2022-01-29,PyCQA,bandit,Publish to Test PyPI,90,0.0,0.0,33.75
2022-03-20,PyCQA,bandit,Build and Test Bandit,590,146.0,147.5,149.0
2022-02-13,PyCQA,bandit,Build and Test Bandit,498,61.25,63.0,64.0
2021-12-13,PyCQA,bandit,Build and Test Bandit,0,0.0,0.0,0.0
2022-03-16,PyCQA,bandit,Build and Test Bandit,0,0.0,0.0,0.0
2022-01-27,PyCQA,bandit,Build and Test Bandit,772,0.0,64.0,65.0
2022-01-21,PyCQA,bandit,Build and Test Bandit,718,79.75,88.0,98.0
2022-03-05,PyCQA,bandit,Build and Test Bandit,1646,93.0,178.0,184.0
2022-03-03,PyCQA,bandit,Build and Test Bandit,30572,48.0,192.0,11368.5
2022-02-15,PyCQA,bandit,Build and Test Bandit,416,62.75,71.0,75.5
2022-02-24,PyCQA,bandit,Build and Test Bandit,2566,90.5,217.0,263.0
2022-03-09,PyCQA,bandit,Build and Test Bandit,1368,129.5,206.0,332.0
2021-11-17,PyCQA,bandit,Build and Test Bandit,114034,17322.0,28508.5,39695.0
2021-11-18,PyCQA,bandit,Build and Test Bandit,19176,372.0,4794.0,9216.0
2022-01-05,PyCQA,bandit,Build and Test Bandit,0,0.0,0.0,0.0
2022-02-07,PyCQA,bandit,Build and Test Bandit,1160,68.0,70.0,73.0
2022-01-22,PyCQA,bandit,Build and Test Bandit,404,65.25,66.0,69.75
2022-01-28,PyCQA,bandit,Build and Test Bandit,1978,64.0,65.0,69.25
2022-01-28,PyCQA,bandit,Publish to Test PyPI,0,0.0,0.0,0.0
2022-01-03,PyCQA,bandit,Build and Test Bandit,0,0.0,0.0,0.0
2022-01-16,PyCQA,bandit,Build and Test Bandit,0,0.0,0.0,0.0
2022-01-25,PyCQA,bandit,Build and Test Bandit,5712,62.0,66.0,68.75
2022-03-04,PyCQA,bandit,Build and Test Bandit,1220,103.0,104.0,124.0
2022-03-04,PyCQA,bandit,Publish to PyPI,206,46.0,51.5,57.0
2022-03-04,PyCQA,bandit,Publish to Test PyPI,126,63.0,63.0,63.0
2022-02-21,PyCQA,bandit,Build and Test Bandit,210,105.0,105.0,105.0
2022-02-22,PyCQA,bandit,Build and Test Bandit,182,91.0,91.0,91.0
2022-02-26,PyCQA,bandit,Build and Test Bandit,2826,90.0,118.5,188.0
2022-02-26,PyCQA,bandit,Publish to Test PyPI,96,48.0,48.0,48.0
2022-02-10,PyCQA,bandit,Build and Test Bandit,962,70.0,75.0,81.0
2022-02-05,PyCQA,bandit,Build and Test Bandit,0,0.0,0.0,0.0
2022-02-04,PyCQA,bandit,Build and Test Bandit,2002,71.0,75.0,80.0
2022-02-08,PyCQA,bandit,Build and Test Bandit,1740,16.75,73.0,136.75
2022-02-27,PyCQA,bandit,Build and Test Bandit,2182,110.5,126.0,160.5
2022-02-27,PyCQA,bandit,Publish to PyPI,92,46.0,46.0,46.0
2022-02-27,PyCQA,bandit,Publish to Test PyPI,190,42.0,47.5,53.0
2022-02-23,PyCQA,bandit,Build and Test Bandit,3014,74.0,81.0,91.0
2022-02-20,PyCQA,bandit,Build and Test Bandit,2714,85.25,90.0,260.75
2022-01-11,PyCQA,bandit,Build and Test Bandit,836,76.0,85.0,90.0
2022-02-16,PyCQA,bandit,Build and Test Bandit,1642,64.5,69.0,72.25
2022-03-06,PyCQA,bandit,Build and Test Bandit,1962,96.0,100.0,305.0
2022-01-26,PyCQA,bandit,Build and Test Bandit,250,55.0,62.5,70.0
2022-03-07,PyCQA,bandit,Build and Test Bandit,798,89.25,93.0,103.5
2021-12-22,PyCQA,bandit,Build and Test Bandit,53792,26896.0,26896.0,26896.0
2021-12-20,PyCQA,bandit,Build and Test Bandit,74802,37401.0,37401.0,37401.0
2022-03-02,PyCQA,bandit,Build and Test Bandit,644,73.5,81.0,88.0
2022-03-01,PyCQA,bandit,Build and Test Bandit,326,0.0,36.5,77.25
2022-02-02,PyCQA,bandit,Build and Test Bandit,2116,65.5,70.0,71.0
2022-03-08,PyCQA,bandit,Build and Test Bandit,196,98.0,98.0,98.0
2022-01-31,PyCQA,bandit,Build and Test Bandit,1004,66.75,72.0,73.25
2021-12-12,PyCQA,bandit,Build and Test Bandit,470,72.75,75.0,84.75
2022-02-17,PyCQA,bandit,.github/workflows/pythonpackage.yml,0,0.0,0.0,0.0
2022-02-17,PyCQA,bandit,Build and Test Bandit,4240,67.0,71.0,90.0
2022-03-18,PyCQA,bandit,Build and Test Bandit,370,85.0,92.5,100.0
2022-02-18,PyCQA,bandit,Build and Test Bandit,508,73.0,94.0,94.0
2022-02-06,PyCQA,bandit,Build and Test Bandit,1064,64.25,65.0,75.25
2022-01-23,PyCQA,flake8,main,1066,94.0,108.0,112.0
2022-01-20,PyCQA,flake8,main,1246,306.0,311.5,317.0
2022-03-15,PyCQA,flake8,main,2914,0.0,202.0,443.0
2022-03-20,PyCQA,flake8,main,1298,95.0,111.5,130.0
2021-11-25,PyCQA,flake8,main,1546,122.0,174.5,245.75
2021-12-25,PyCQA,flake8,main,270,135.0,135.0,135.0
2021-12-08,PyCQA,flake8,main,412,93.0,103.0,113.0
2022-01-01,PyCQA,flake8,main,842,90.25,94.5,109.5
2022-01-17,PyCQA,flake8,main,1116,83.0,95.5,113.0
2022-01-02,PyCQA,flake8,main,400,94.0,100.0,106.0
2022-01-05,PyCQA,flake8,main,3146,85.0,88.0,91.0
2021-12-27,PyCQA,flake8,main,878,203.0,219.5,236.0
2022-01-22,PyCQA,flake8,main,810,98.75,102.0,104.5
2022-01-28,PyCQA,flake8,main,402,92.0,100.5,109.0
2022-01-03,PyCQA,flake8,main,890,117.0,222.5,328.0
2022-01-06,PyCQA,flake8,main,346,77.0,86.5,96.0
2021-11-22,PyCQA,flake8,main,1334,332.0,333.5,335.0
2022-01-19,PyCQA,flake8,main,46698,88.0,146.0,264.0
2021-12-06,PyCQA,flake8,main,834,107.0,208.5,310.0
2022-01-25,PyCQA,flake8,main,312,63.0,78.0,93.0
2022-01-24,PyCQA,flake8,main,5856,116.0,170.0,338.0
2021-12-07,PyCQA,flake8,main,2484,103.5,115.0,134.5
2021-12-31,PyCQA,flake8,main,170,85.0,85.0,85.0
2022-02-22,PyCQA,flake8,main,200,100.0,100.0,100.0
2022-01-10,PyCQA,flake8,main,1204,292.0,301.0,310.0
2022-02-09,PyCQA,flake8,main,0,0.0,0.0,0.0
2022-02-10,PyCQA,flake8,main,29574,100.0,116.0,161.0
2021-11-28,PyCQA,flake8,main,0,0.0,0.0,0.0
2021-11-23,PyCQA,flake8,main,1070,100.0,102.0,103.0
2021-12-24,PyCQA,flake8,main,1080,101.0,105.0,109.0
2022-01-11,PyCQA,flake8,main,558,68.5,100.0,115.75
2021-12-20,PyCQA,flake8,main,672,94.0,168.0,242.0
2022-01-31,PyCQA,flake8,main,1890,447.0,472.5,498.0
2021-11-29,PyCQA,flake8,main,240,56.0,60.0,64.0
2022-02-06,PyCQA,flake8,main,786,89.75,97.0,105.5
2022-02-28,PyCQA,pycodestyle,main,0,0.0,0.0,0.0
2022-03-15,PyCQA,pycodestyle,main,1902,434.0,475.5,517.0
2021-12-13,PyCQA,pycodestyle,main,0,0.0,0.0,0.0
2022-01-27,PyCQA,pycodestyle,main,408,101.0,102.0,103.0
2022-02-24,PyCQA,pycodestyle,main,454,70.0,113.5,157.0
2021-12-27,PyCQA,pycodestyle,main,870,95.25,162.0,190.5
2022-01-03,PyCQA,pycodestyle,main,714,74.0,178.5,283.0
2021-11-22,PyCQA,pycodestyle,main,1244,303.0,311.0,319.0
2021-11-23,PyCQA,pycodestyle,main,50442,83.0,12610.5,25138.0
2021-12-28,PyCQA,pycodestyle,main,816,0.0,79.0,83.0
2021-12-22,PyCQA,pycodestyle,main,0,0.0,0.0,0.0
2022-01-31,PyCQA,pycodestyle,main,1196,258.0,299.0,340.0
2021-12-12,PyCQA,pycodestyle,main,51238,25619.0,25619.0,25619.0
2021-12-19,PyCQA,pycodestyle,main,178,89.0,89.0,89.0
2021-12-26,PyCQA,pycodestyle,main,312,0.0,78.0,156.0
2022-02-28,PyCQA,pylint,CI,22780,438.0,543.0,1007.0
2022-02-28,PyCQA,pylint,CodeQL,10114,320.0,360.0,370.0
2022-02-28,PyCQA,pylint,Primer,17354,200.0,1400.0,1493.5
2022-02-25,PyCQA,pylint,CI,10880,491.0,600.0,707.0
2022-02-25,PyCQA,pylint,CodeQL,5834,305.0,337.0,350.0
2022-02-25,PyCQA,pylint,Primer,9844,333.0,1461.0,1483.0
2022-01-07,PyCQA,pylint,CI,14150,491.0,511.0,588.0
2022-01-07,PyCQA,pylint,CodeQL,9258,351.0,363.0,371.0
2022-01-07,PyCQA,pylint,Primer,21332,96.0,1068.0,1548.0
2021-12-21,PyCQA,pylint,CI,61858,611.0,755.0,912.0
2021-12-21,PyCQA,pylint,CodeQL,31268,327.25,369.0,424.0
2021-12-21,PyCQA,pylint,Primer tests,88063,899.5,1327.0,1572.0
2021-12-15,PyCQA,pylint,CI,25126,624.25,768.0,979.5
2021-12-15,PyCQA,pylint,CodeQL,12982,318.75,352.0,423.0
2021-12-15,PyCQA,pylint,Primer tests,39982,1249.0,1396.0,1744.0
2022-01-23,PyCQA,pylint,CI,7070,679.0,696.0,734.0
2022-01-23,PyCQA,pylint,CodeQL,3432,328.0,349.0,352.0
2022-01-23,PyCQA,pylint,Primer,10170,925.0,1301.0,1375.0
2021-11-19,PyCQA,pylint,CI,16948,483.5,543.0,637.25
2021-11-19,PyCQA,pylint,CodeQL,11692,352.25,393.0,421.0
2022-01-15,PyCQA,pylint,CI,22964,425.75,534.0,585.5
2022-01-15,PyCQA,pylint,CodeQL,13580,314.5,328.0,361.0
2022-01-15,PyCQA,pylint,Primer,38298,560.75,1189.0,1446.0
2022-01-20,PyCQA,pylint,CI,7458,504.0,505.0,1029.0
2022-01-20,PyCQA,pylint,CodeQL,4056,307.0,335.0,357.0
2022-01-20,PyCQA,pylint,Primer,54024,810.0,1435.0,1446.0
2022-01-30,PyCQA,pylint,CI,15326,467.0,510.0,582.0
2022-01-30,PyCQA,pylint,CodeQL,9044,289.0,323.0,335.0
2022-01-30,PyCQA,pylint,Primer,23030,421.25,1294.0,1445.0
2022-02-14,PyCQA,pylint,CI,31798,552.0,701.0,979.0
2022-02-14,PyCQA,pylint,CodeQL,8796,298.0,337.0,357.0
2022-02-14,PyCQA,pylint,Primer,27100,1093.25,1386.0,1607.25
2022-03-14,PyCQA,pylint,CI,38696,744.0,955.0,2267.25
2022-03-14,PyCQA,pylint,CodeQL,11750,294.0,307.0,380.75
2022-03-14,PyCQA,pylint,Primer,40782,1240.5,1411.0,1556.5
2022-01-12,PyCQA,pylint,CI,14846,544.0,606.0,661.5
2022-01-12,PyCQA,pylint,CodeQL,8490,328.5,355.5,365.5
2022-01-12,PyCQA,pylint,Primer,31276,1294.75,1399.5,1459.75
2022-03-19,PyCQA,pylint,CI,120524,804.0,887.0,6870.0
2022-03-19,PyCQA,pylint,CodeQL,70672,315.0,378.0,6132.0
2022-03-19,PyCQA,pylint,Primer,68606,1069.75,1230.0,5716.25
2021-12-05,PyCQA,pylint,CI,20824,562.75,644.0,686.0
2021-12-05,PyCQA,pylint,CodeQL,11494,306.75,351.5,380.5
2021-12-05,PyCQA,pylint,Primer tests,31902,1221.0,1280.0,1311.0
2021-12-10,PyCQA,pylint,CI,2896,222.0,606.0,712.5
2021-12-10,PyCQA,pylint,CodeQL,1790,293.5,301.0,302.5
2021-12-10,PyCQA,pylint,Primer tests,5340,359.25,1278.0,1323.75
2022-01-29,PyCQA,pylint,CI,33253,439.75,531.0,617.25
2022-01-29,PyCQA,pylint,CodeQL,19366,290.25,310.0,355.0
2022-01-29,PyCQA,pylint,Primer,60807,309.0,1364.0,1587.0
2022-03-15,PyCQA,pylint,CI,135354,854.0,959.0,1459.0
2022-03-15,PyCQA,pylint,CodeQL,19268,313.75,336.5,362.75
2022-03-15,PyCQA,pylint,Primer,45122,276.0,1181.0,1276.0
2022-03-20,PyCQA,pylint,CI,11150,738.25,780.0,853.5
2022-03-20,PyCQA,pylint,CodeQL,4306,291.0,298.0,320.25
2022-03-20,PyCQA,pylint,Primer,12018,1267.0,1363.0,1395.0
2021-11-25,PyCQA,pylint,CI,134504,1540.0,1794.5,2361.0
2021-11-25,PyCQA,pylint,CodeQL,34794,352.0,392.0,553.0
2021-11-25,PyCQA,pylint,Release,386,32.0,96.5,161.0
2021-12-17,PyCQA,pylint,CI,85836,611.0,742.0,1060.25
2021-12-17,PyCQA,pylint,CodeQL,55818,323.0,365.0,400.0
2021-12-17,PyCQA,pylint,Primer tests,96419,730.75,1377.0,1669.5
2021-11-20,PyCQA,pylint,CI,22874,516.0,547.0,1702.0
2021-11-20,PyCQA,pylint,CodeQL,8702,335.5,357.0,386.0
2021-11-24,PyCQA,pylint,CI,105548,1153.25,1559.5,1797.5
2021-11-24,PyCQA,pylint,CodeQL,25524,336.25,347.0,387.25
2021-12-23,PyCQA,pylint,CI,122144,595.0,692.0,926.0
2021-12-23,PyCQA,pylint,CodeQL,101902,317.0,364.0,383.75
2021-12-23,PyCQA,pylint,Primer tests,56972,341.0,1210.0,1445.0
2022-03-17,PyCQA,pylint,CodeQL,704,352.0,352.0,352.0
2022-02-13,PyCQA,pylint,CI,4832,600.75,622.5,625.75
2022-02-13,PyCQA,pylint,CodeQL,2616,320.75,335.5,341.75
2022-02-13,PyCQA,pylint,Primer,3596,506.0,899.0,1292.0
2021-12-13,PyCQA,pylint,CI,85790,688.0,968.0,1157.0
2021-12-13,PyCQA,pylint,CodeQL,41603,324.0,391.0,533.0
2021-12-13,PyCQA,pylint,Primer tests,84356,494.0,1435.0,1717.0
2021-12-02,PyCQA,pylint,CI,51034,685.0,720.0,810.0
2021-12-02,PyCQA,pylint,CodeQL,25987,309.0,344.0,376.0
2021-12-02,PyCQA,pylint,Primer tests,50588,276.0,868.0,1323.0
2022-03-16,PyCQA,pylint,CI,23646,723.75,793.5,938.5
2022-03-16,PyCQA,pylint,CodeQL,12318,314.5,353.0,369.75
2022-03-16,PyCQA,pylint,Primer,29412,1246.0,1317.5,1420.0
2021-12-08,PyCQA,pylint,CI,8836,634.0,691.0,1204.0
2021-12-08,PyCQA,pylint,CodeQL,3792,327.0,381.0,404.0
2021-12-08,PyCQA,pylint,Primer tests,13410,1346.0,1566.5,1896.75
2022-01-27,PyCQA,pylint,CI,18796,523.0,686.0,874.0
2022-01-27,PyCQA,pylint,CodeQL,9954,305.0,350.5,377.0
2022-01-27,PyCQA,pylint,Primer,27428,1096.0,1304.5,1442.75
2022-01-01,PyCQA,pylint,CI,18178,491.0,527.0,570.0
2022-01-01,PyCQA,pylint,CodeQL,11578,311.0,332.0,364.0
2022-01-01,PyCQA,pylint,Primer tests,28530,237.0,1021.0,1296.0
2022-01-21,PyCQA,pylint,CI,1980,990.0,990.0,990.0
2022-01-21,PyCQA,pylint,CodeQL,598,299.0,299.0,299.0
2022-01-21,PyCQA,pylint,Primer,2786,1393.0,1393.0,1393.0
2022-03-05,PyCQA,pylint,CI,1190,595.0,595.0,595.0
2022-03-05,PyCQA,pylint,CodeQL,616,308.0,308.0,308.0
2022-03-05,PyCQA,pylint,Primer,2884,1442.0,1442.0,1442.0
2022-03-03,PyCQA,pylint,CI,6914,387.0,1728.5,3070.0
2022-03-03,PyCQA,pylint,CodeQL,2586,357.5,362.0,521.75
2022-03-03,PyCQA,pylint,Primer,5316,1287.0,1329.0,1371.0
2022-02-24,PyCQA,pylint,CodeQL,1338,669.0,669.0,669.0
2022-03-09,PyCQA,pylint,CI,9004,324.0,953.5,979.0
2022-03-09,PyCQA,pylint,CodeQL,4032,311.0,321.5,360.0
2022-03-09,PyCQA,pylint,Primer,9764,243.0,762.0,1462.0
2021-11-17,PyCQA,pylint,CI,8614,531.0,551.0,605.25
2021-11-17,PyCQA,pylint,CodeQL,5634,335.75,364.0,375.25
2022-01-09,PyCQA,pylint,CI,8306,509.25,575.0,654.75
2022-01-09,PyCQA,pylint,CodeQL,5018,336.0,358.0,386.5
2022-01-09,PyCQA,pylint,Primer,10106,160.0,518.0,1339.0
2022-01-17,PyCQA,pylint,CI,12168,572.0,640.0,800.0
2022-01-17,PyCQA,pylint,CodeQL,6778,335.0,377.0,401.0
2022-01-17,PyCQA,pylint,Primer,16102,1213.0,1446.5,1490.0
2021-11-18,PyCQA,pylint,CI,20362,505.5,578.5,688.75
2021-11-18,PyCQA,pylint,CodeQL,13906,339.0,390.0,412.0
2021-12-16,PyCQA,pylint,CI,18394,578.0,609.0,707.0
2021-12-16,PyCQA,pylint,CodeQL,11128,316.5,364.0,397.0
2021-12-16,PyCQA,pylint,Primer tests,31190,1186.0,1260.0,1363.0
2022-01-02,PyCQA,pylint,CI,10480,449.25,486.0,506.5
2022-01-02,PyCQA,pylint,CodeQL,8144,315.0,341.0,359.0
2022-01-02,PyCQA,pylint,Primer tests,22846,233.75,1294.0,1357.0
2022-01-14,PyCQA,pylint,CI,28078,501.0,593.0,724.0
2022-01-14,PyCQA,pylint,CodeQL,16908,340.0,388.0,408.0
2022-01-14,PyCQA,pylint,Primer,52424,1268.0,1423.0,1587.0
2022-01-05,PyCQA,pylint,CI,18880,497.0,550.0,601.0
2022-01-05,PyCQA,pylint,CodeQL,11108,297.0,319.0,353.0
2022-01-05,PyCQA,pylint,Primer tests,35966,711.0,1316.0,1398.0
